LexToken(PACKAGE,'package',1,0)
LexToken(MAIN,'main',1,8)
LexToken(IMPORT,'import',3,14)
LexToken(STRING,'"fmt"',3,21)
LexToken(ONELINECOMMENT,'//comentario 1 linea^^&&&*',4,27)
LexToken(MULTILINECOMMENT,'/*linea1\nlinea2\nlinea3&*(*)\n*/',5,54)
LexToken(FUNC,'func',6,85)
LexToken(MAIN,'main',6,90)
LexToken(LPARENTESIS,'(',6,94)
LexToken(RPARENTESIS,')',6,95)
LexToken(LLLAVE,'{',6,97)
LexToken(VAR,'var',7,103)
LexToken(VARIABLE,'a',7,107)
LexToken(VARIABLE,'int',7,109)
LexToken(ASSIGN,'=',7,113)
LexToken(INT,10,7,115)
LexToken(VAR,'var',8,122)
LexToken(VARIABLE,'b',8,126)
LexToken(FLOAT64,'float64',8,128)
LexToken(ASSIGN,'=',8,136)
LexToken(FLOAT,20.5,8,138)
LexToken(VAR,'var',9,147)
LexToken(VARIABLE,'c',9,151)
LexToken(VARIABLE,'bool',9,153)
LexToken(ASSIGN,'=',9,158)
LexToken(BOOL,True,9,160)
LexToken(VAR,'var',10,169)
LexToken(VARIABLE,'name',10,173)
LexToken(VARIABLE,'string',10,178)
LexToken(ASSIGN,'=',10,185)
LexToken(STRING,'"LexerTest"',10,187)
LexToken(CONST,'const',11,203)
LexToken(VARIABLE,'d',11,209)
LexToken(VARIABLE,'int',11,211)
LexToken(ASSIGN,'=',11,215)
LexToken(INT,100,11,217)
LexToken(VARIABLE,'a',13,226)
LexToken(PLUSA,'+=',13,228)
LexToken(INT,5,13,231)
LexToken(VARIABLE,'b',14,237)
LexToken(MINUSA,'-=',14,239)
LexToken(FLOAT,2.5,14,242)
LexToken(VARIABLE,'a',15,250)
LexToken(TIMESA,'*=',15,252)
LexToken(INT,2,15,255)
LexToken(VARIABLE,'b',16,261)
LexToken(DIVA,'/=',16,263)
LexToken(FLOAT,2.0,16,266)
LexToken(VARIABLE,'a',17,274)
LexToken(MODA,'%=',17,276)
LexToken(INT,3,17,279)
LexToken(IF,'if',19,286)
LexToken(VARIABLE,'a',19,289)
LexToken(EQ,'==',19,291)
LexToken(INT,10,19,294)
LexToken(AND,'&&',19,297)
LexToken(VARIABLE,'b',19,300)
LexToken(GT,'>',19,302)
LexToken(FLOAT,10.0,19,304)
LexToken(OR,'||',19,309)
LexToken(NOT,'!',19,312)
LexToken(VARIABLE,'c',19,313)
LexToken(LLLAVE,'{',19,315)
LexToken(VARIABLE,'fmt',20,325)
LexToken(DOT,'.',20,328)
LexToken(PRINTLN,'Println',20,329)
LexToken(LPARENTESIS,'(',20,336)
LexToken(STRING,'"Operador lógico AND y OR"',20,337)
LexToken(RPARENTESIS,')',20,364)
LexToken(RLLAVE,'}',21,370)
LexToken(ELSE,'else',21,372)
LexToken(IF,'if',21,377)
LexToken(VARIABLE,'a',21,380)
LexToken(NEQ,'!=',21,382)
LexToken(INT,5,21,385)
LexToken(OR,'||',21,387)
LexToken(VARIABLE,'b',21,390)
LexToken(LTOEQ,'<=',21,392)
LexToken(FLOAT,15.5,21,395)
LexToken(LLLAVE,'{',21,400)
LexToken(VARIABLE,'fmt',22,410)
LexToken(DOT,'.',22,413)
LexToken(PRINTLN,'Println',22,414)
LexToken(LPARENTESIS,'(',22,421)
LexToken(STRING,'"Operador NOT y comparación"',22,422)
LexToken(RPARENTESIS,')',22,451)
LexToken(RLLAVE,'}',23,457)
LexToken(VARIABLE,'a',25,464)
LexToken(ASSIGN,'=',25,466)
LexToken(VARIABLE,'a',25,468)
LexToken(BITWISEAND,'&',25,470)
LexToken(INT,5,25,472)
LexToken(VARIABLE,'b',26,478)
LexToken(ASSIGN,'=',26,480)
LexToken(VARIABLE,'b',26,482)
LexToken(BITWISEOR,'|',26,484)
LexToken(INT,3,26,486)
LexToken(VARIABLE,'a',28,493)
LexToken(SHIFTLEFTASSIGN,'<<=',28,495)
LexToken(INT,2,28,499)
LexToken(VARIABLE,'b',29,505)
LexToken(SHIFTRIGHTASSIGN,'>>=',29,507)
LexToken(INT,1,29,511)
LexToken(VARIABLE,'a',31,518)
LexToken(INCREMENTO,'++',31,519)
LexToken(VARIABLE,'b',32,526)
LexToken(DECREMENTO,'--',32,527)
LexToken(SWITCH,'switch',34,535)
LexToken(VARIABLE,'name',34,542)
LexToken(LLLAVE,'{',34,547)
LexToken(CASE,'case',35,553)
LexToken(STRING,'"LexerTest"',35,558)
LexToken(COLON,':',35,569)
LexToken(VARIABLE,'fmt',36,579)
LexToken(DOT,'.',36,582)
LexToken(PRINTLN,'Println',36,583)
LexToken(LPARENTESIS,'(',36,590)
LexToken(STRING,'"Nombre correcto"',36,591)
LexToken(RPARENTESIS,')',36,608)
LexToken(CASE,'case',37,614)
LexToken(STRING,'"Test"',37,619)
LexToken(COLON,':',37,625)
LexToken(VARIABLE,'fmt',38,635)
LexToken(DOT,'.',38,638)
LexToken(PRINTLN,'Println',38,639)
LexToken(LPARENTESIS,'(',38,646)
LexToken(STRING,'"Nombre alternativo"',38,647)
LexToken(RPARENTESIS,')',38,667)
LexToken(DEFAULT,'default',39,673)
LexToken(COLON,':',39,680)
LexToken(VARIABLE,'fmt',40,690)
LexToken(DOT,'.',40,693)
LexToken(PRINTLN,'Println',40,694)
LexToken(LPARENTESIS,'(',40,701)
LexToken(STRING,'"Nombre desconocido"',40,702)
LexToken(RPARENTESIS,')',40,722)
LexToken(RLLAVE,'}',41,728)
LexToken(FOR,'for',43,735)
LexToken(VARIABLE,'i',43,739)
LexToken(DECLARE_ASSIGN,':=',43,741)
LexToken(INT,0,43,744)
LexToken(SEMICOLON,';',43,745)
LexToken(VARIABLE,'i',43,747)
LexToken(LT,'<',43,749)
LexToken(INT,5,43,751)
LexToken(SEMICOLON,';',43,752)
LexToken(VARIABLE,'i',43,754)
LexToken(INCREMENTO,'++',43,755)
LexToken(LLLAVE,'{',43,758)
LexToken(VARIABLE,'fmt',44,768)
LexToken(DOT,'.',44,771)
LexToken(PRINTLN,'Println',44,772)
LexToken(LPARENTESIS,'(',44,779)
LexToken(VARIABLE,'i',44,780)
LexToken(RPARENTESIS,')',44,781)
LexToken(RLLAVE,'}',45,787)
LexToken(VARIABLE,'c',47,794)
LexToken(ASSIGN,'=',47,796)
LexToken(BOOL,False,47,798)
LexToken(IF,'if',48,808)
LexToken(NOT,'!',48,811)
LexToken(VARIABLE,'c',48,812)
LexToken(AND,'&&',48,814)
LexToken(LPARENTESIS,'(',48,817)
LexToken(VARIABLE,'a',48,818)
LexToken(LT,'<',48,820)
LexToken(INT,10,48,822)
LexToken(OR,'||',48,825)
LexToken(VARIABLE,'b',48,828)
LexToken(GTOEQ,'>=',48,830)
LexToken(FLOAT,20.0,48,833)
LexToken(RPARENTESIS,')',48,837)
LexToken(LLLAVE,'{',48,839)
LexToken(VARIABLE,'fmt',49,849)
LexToken(DOT,'.',49,852)
LexToken(PRINTLN,'Println',49,853)
LexToken(LPARENTESIS,'(',49,860)
LexToken(STRING,'"Condición final"',49,861)
LexToken(RPARENTESIS,')',49,879)
LexToken(RLLAVE,'}',50,885)
LexToken(IF,'if',52,892)
LexToken(VARIABLE,'a',52,895)
LexToken(EQ,'==',52,897)
LexToken(INT,10,52,900)
LexToken(LLLAVE,'{',52,903)
LexToken(VARIABLE,'fmt',53,913)
LexToken(DOT,'.',53,916)
LexToken(PRINTLN,'Println',53,917)
LexToken(LPARENTESIS,'(',53,924)
LexToken(STRING,'"A es igual a 10"',53,925)
LexToken(RPARENTESIS,')',53,942)
LexToken(RLLAVE,'}',54,948)
LexToken(VARIABLE,'fmt',56,955)
LexToken(DOT,'.',56,958)
LexToken(PRINTLN,'Println',56,959)
LexToken(LPARENTESIS,'(',56,966)
LexToken(VARIABLE,'a',56,967)
LexToken(PLUS,'+',56,969)
LexToken(VARIABLE,'int',56,971)
LexToken(LPARENTESIS,'(',56,974)
LexToken(VARIABLE,'b',56,975)
LexToken(RPARENTESIS,')',56,976)
LexToken(RPARENTESIS,')',56,977)
LexToken(RLLAVE,'}',57,979)
